transaction_id,carrier_name,origin_city,destination_city,risk_classification,delivery_time_deviation,sla_breached,carrier_avg_deviation
TXN00999,DHL,Delhi,Kolkata,Moderate Risk,2.43,0,3.13
TXN00115,FedEx,Bangalore,Kolkata,Low Risk,-0.71,0,3.47
TXN00424,FedEx,Mumbai,Chennai,Low Risk,2.2,0,3.47
TXN00722,FedEx,Mumbai,Chennai,Low Risk,2.72,0,3.47
TXN00112,FedEx,Mumbai,Kolkata,Moderate Risk,1.35,0,3.47
TXN00110,FedEx,Mumbai,Pune,Low Risk,2.5,0,3.47
TXN00107,FedEx,Mumbai,Chennai,Low Risk,1.88,0,3.47
TXN00547,FedEx,Mumbai,Chennai,Moderate Risk,-0.08,0,3.47
TXN00418,FedEx,Delhi,Pune,Moderate Risk,4.63,1,3.47
TXN00103,FedEx,Mumbai,Kolkata,Low Risk,3.1,0,3.47
TXN00729,FedEx,Delhi,Chennai,High Risk,10.33,1,3.47
TXN00477,FedEx,Mumbai,Pune,Low Risk,1.63,0,3.47
TXN00097,FedEx,Bangalore,Kolkata,Low Risk,5.56,1,3.47
TXN00091,FedEx,Mumbai,Pune,Low Risk,0.47,0,3.47
TXN00733,FedEx,Delhi,Pune,High Risk,10.34,1,3.47
TXN00090,FedEx,Delhi,Kolkata,Low Risk,2.1,0,3.47
TXN00411,FedEx,Bangalore,Chennai,High Risk,7.57,1,3.47
TXN00736,FedEx,Bangalore,Pune,Moderate Risk,4.8,1,3.47
TXN00088,FedEx,Delhi,Chennai,Moderate Risk,1.26,0,3.47
TXN00083,FedEx,Mumbai,Pune,Low Risk,0.7,0,3.47
TXN00739,FedEx,Bangalore,Chennai,Low Risk,-0.22,0,3.47
TXN00551,FedEx,Bangalore,Pune,Low Risk,-1.75,0,3.47
TXN00081,FedEx,Mumbai,Chennai,Low Risk,0.64,0,3.47
TXN00079,FedEx,Bangalore,Chennai,High Risk,4.87,1,3.47
TXN00077,FedEx,Mumbai,Kolkata,Low Risk,1.24,0,3.47
TXN00408,FedEx,Delhi,Pune,Low Risk,0.35,0,3.47
TXN00076,FedEx,Delhi,Chennai,Moderate Risk,-2.18,0,3.47
TXN00553,FedEx,Delhi,Pune,High Risk,10.54,1,3.47
TXN00407,FedEx,Bangalore,Chennai,Low Risk,1.66,0,3.47
TXN00068,FedEx,Delhi,Pune,High Risk,7.67,1,3.47
TXN00066,FedEx,Delhi,Kolkata,Low Risk,0.2,0,3.47
TXN00750,FedEx,Delhi,Pune,Low Risk,0.61,0,3.47
TXN00056,FedEx,Bangalore,Pune,Low Risk,4.91,1,3.47
TXN00055,FedEx,Mumbai,Kolkata,Low Risk,0.12,0,3.47
TXN00053,FedEx,Bangalore,Pune,Low Risk,-2.31,0,3.47
TXN00046,FedEx,Bangalore,Chennai,High Risk,11.3,1,3.47
TXN00045,FedEx,Bangalore,Kolkata,High Risk,4.39,1,3.47
TXN00044,FedEx,Delhi,Kolkata,High Risk,6.83,1,3.47
TXN00555,FedEx,Bangalore,Chennai,Moderate Risk,1.78,0,3.47
TXN00043,FedEx,Mumbai,Chennai,Low Risk,-0.99,0,3.47
TXN00556,FedEx,Bangalore,Pune,Moderate Risk,1.62,0,3.47
TXN00760,FedEx,Delhi,Pune,Moderate Risk,1.54,0,3.47
TXN00036,FedEx,Delhi,Kolkata,Low Risk,0.32,0,3.47
TXN00032,FedEx,Bangalore,Kolkata,Low Risk,3.57,0,3.47
TXN00029,FedEx,Mumbai,Chennai,High Risk,8.4,1,3.47
TXN00028,FedEx,Delhi,Kolkata,High Risk,9.38,1,3.47
TXN00405,FedEx,Mumbai,Chennai,Low Risk,-1.51,0,3.47
TXN00024,FedEx,Delhi,Pune,High Risk,6.36,1,3.47
TXN00767,FedEx,Mumbai,Chennai,Moderate Risk,-2.05,0,3.47
TXN00768,FedEx,Delhi,Pune,High Risk,7.46,1,3.47
TXN00023,FedEx,Delhi,Pune,Low Risk,2.59,0,3.47
TXN00018,FedEx,Mumbai,Kolkata,Low Risk,-1.38,0,3.47
TXN00017,FedEx,Delhi,Pune,High Risk,7.63,1,3.47
TXN00016,FedEx,Bangalore,Kolkata,Low Risk,2.6,0,3.47
TXN00773,FedEx,Delhi,Kolkata,Moderate Risk,3.99,0,3.47
TXN00014,FedEx,Bangalore,Pune,Moderate Risk,4.07,1,3.47
TXN00005,FedEx,Delhi,Chennai,Low Risk,1.59,0,3.47
TXN00001,FedEx,Bangalore,Pune,High Risk,7.26,1,3.47
TXN00777,FedEx,Mumbai,Kolkata,Moderate Risk,0.97,0,3.47
TXN00778,FedEx,Bangalore,Kolkata,Low Risk,-0.67,0,3.47
TXN00558,FedEx,Bangalore,Kolkata,Moderate Risk,4.53,1,3.47
TXN00404,FedEx,Bangalore,Pune,Low Risk,0.84,0,3.47
TXN00560,FedEx,Mumbai,Kolkata,Moderate Risk,1.25,0,3.47
TXN00782,FedEx,Delhi,Chennai,High Risk,6.08,1,3.47
TXN00783,FedEx,Delhi,Kolkata,High Risk,11.63,1,3.47
TXN00475,FedEx,Mumbai,Chennai,High Risk,9.11,1,3.47
TXN00499,FedEx,Bangalore,Pune,Moderate Risk,2.6,0,3.47
TXN00516,FedEx,Mumbai,Pune,Low Risk,-1.01,0,3.47
TXN00787,FedEx,Bangalore,Kolkata,Moderate Risk,2.61,0,3.47
TXN00788,FedEx,Delhi,Kolkata,High Risk,6.85,1,3.47
TXN00564,FedEx,Delhi,Kolkata,Moderate Risk,4.62,1,3.47
TXN00401,FedEx,Mumbai,Kolkata,Low Risk,2.94,0,3.47
TXN00791,FedEx,Bangalore,Chennai,High Risk,10.22,1,3.47
TXN00400,FedEx,Mumbai,Kolkata,Low Risk,-2.66,0,3.47
TXN00793,FedEx,Delhi,Pune,Low Risk,4.97,1,3.47
TXN00567,FedEx,Mumbai,Pune,Moderate Risk,5.39,1,3.47
TXN00473,FedEx,Delhi,Kolkata,Moderate Risk,1.46,0,3.47
TXN00518,FedEx,Mumbai,Chennai,Moderate Risk,1.38,0,3.47
TXN00398,FedEx,Bangalore,Pune,High Risk,9.79,1,3.47
TXN00471,FedEx,Bangalore,Kolkata,Low Risk,1.31,0,3.47
TXN00396,FedEx,Delhi,Pune,Moderate Risk,4.56,1,3.47
TXN00395,FedEx,Mumbai,Kolkata,Low Risk,-0.77,0,3.47
TXN00520,FedEx,Mumbai,Pune,Moderate Risk,3.13,0,3.47
TXN00393,FedEx,Bangalore,Kolkata,Low Risk,2.07,0,3.47
TXN00392,FedEx,Bangalore,Pune,High Risk,10.64,1,3.47
TXN00385,FedEx,Bangalore,Pune,High Risk,6.09,1,3.47
TXN00805,FedEx,Delhi,Kolkata,Moderate Risk,4.58,1,3.47
TXN00806,FedEx,Delhi,Chennai,Low Risk,2.14,0,3.47
TXN00382,FedEx,Delhi,Pune,High Risk,8.65,1,3.47
TXN00380,FedEx,Mumbai,Chennai,Moderate Risk,-0.48,0,3.47
TXN00376,FedEx,Mumbai,Kolkata,High Risk,10.23,1,3.47
TXN00373,FedEx,Mumbai,Kolkata,Low Risk,1.86,0,3.47
TXN00582,FedEx,Delhi,Chennai,High Risk,8.23,1,3.47
TXN00371,FedEx,Mumbai,Pune,Moderate Risk,1.44,0,3.47
TXN00813,FedEx,Mumbai,Chennai,High Risk,8.93,1,3.47
TXN00814,FedEx,Delhi,Kolkata,Low Risk,2.22,0,3.47
TXN00370,FedEx,Bangalore,Kolkata,Moderate Risk,1.79,0,3.47
TXN00490,FedEx,Mumbai,Pune,High Risk,6.89,1,3.47
TXN00360,FedEx,Bangalore,Kolkata,Low Risk,0.4,0,3.47
TXN00818,FedEx,Mumbai,Chennai,Moderate Risk,3.65,0,3.47
TXN00469,FedEx,Delhi,Pune,High Risk,11.76,1,3.47
TXN00588,FedEx,Bangalore,Pune,Low Risk,-2.42,0,3.47
TXN00821,FedEx,Bangalore,Pune,Moderate Risk,3.71,0,3.47
TXN00357,FedEx,Delhi,Kolkata,Low Risk,-0.33,0,3.47
TXN00354,FedEx,Mumbai,Pune,Moderate Risk,2.91,0,3.47
TXN00824,FedEx,Mumbai,Pune,Low Risk,2.81,0,3.47
TXN00825,FedEx,Bangalore,Kolkata,Low Risk,3.16,0,3.47
TXN00591,FedEx,Delhi,Chennai,Moderate Risk,3.77,0,3.47
TXN00353,FedEx,Delhi,Chennai,Moderate Risk,2.33,0,3.47
TXN00593,FedEx,Bangalore,Chennai,Moderate Risk,4.78,1,3.47
TXN00829,FedEx,Bangalore,Chennai,Low Risk,0.17,0,3.47
TXN00594,FedEx,Mumbai,Chennai,High Risk,5.02,1,3.47
TXN00595,FedEx,Bangalore,Pune,High Risk,5.31,1,3.47
TXN00350,FedEx,Mumbai,Pune,Moderate Risk,1.56,0,3.47
TXN00833,FedEx,Mumbai,Kolkata,High Risk,5.47,1,3.47
TXN00506,FedEx,Delhi,Kolkata,High Risk,7.61,1,3.47
TXN00835,FedEx,Mumbai,Chennai,Moderate Risk,2.02,0,3.47
TXN00598,FedEx,Delhi,Pune,High Risk,7.95,1,3.47
TXN00348,FedEx,Mumbai,Pune,Moderate Risk,1.87,0,3.47
TXN00838,FedEx,Mumbai,Pune,Moderate Risk,2.1,0,3.47
TXN00347,FedEx,Delhi,Pune,Low Risk,1.14,0,3.47
TXN00601,FedEx,Bangalore,Kolkata,Low Risk,2.82,0,3.47
TXN00841,FedEx,Delhi,Chennai,Moderate Risk,0.69,0,3.47
TXN00602,FedEx,Bangalore,Kolkata,Moderate Risk,1.51,0,3.47
TXN00341,FedEx,Mumbai,Kolkata,Low Risk,3.08,0,3.47
TXN00466,FedEx,Delhi,Chennai,Moderate Risk,2.56,0,3.47
TXN00497,FedEx,Bangalore,Pune,Low Risk,2.77,0,3.47
TXN00508,FedEx,Mumbai,Chennai,High Risk,5.38,1,3.47
TXN00607,FedEx,Bangalore,Kolkata,High Risk,11.43,1,3.47
TXN00608,FedEx,Delhi,Kolkata,Low Risk,1.22,0,3.47
TXN00609,FedEx,Bangalore,Pune,Low Risk,0.75,0,3.47
TXN00339,FedEx,Bangalore,Chennai,High Risk,10.18,1,3.47
TXN00338,FedEx,Delhi,Kolkata,High Risk,6.79,1,3.47
TXN00612,FedEx,Bangalore,Chennai,Low Risk,3.44,0,3.47
TXN00335,FedEx,Delhi,Pune,Low Risk,3.37,0,3.47
TXN00332,FedEx,Mumbai,Kolkata,Low Risk,2.45,0,3.47
TXN00464,FedEx,Mumbai,Kolkata,High Risk,7.78,1,3.47
TXN00329,FedEx,Mumbai,Chennai,Moderate Risk,4.89,1,3.47
TXN00617,FedEx,Bangalore,Pune,Low Risk,1.31,0,3.47
TXN00457,FedEx,Bangalore,Chennai,Moderate Risk,5.73,1,3.47
TXN00444,FedEx,Bangalore,Chennai,High Risk,6.81,1,3.47
TXN00860,FedEx,Mumbai,Pune,High Risk,9.71,1,3.47
TXN00620,FedEx,Delhi,Kolkata,High Risk,9.7,1,3.47
TXN00328,FedEx,Bangalore,Kolkata,Low Risk,1.3,0,3.47
TXN00443,FedEx,Bangalore,Kolkata,Low Risk,1.22,0,3.47
TXN00864,FedEx,Mumbai,Pune,Low Risk,6.55,1,3.47
TXN00322,FedEx,Bangalore,Kolkata,Low Risk,-0.73,0,3.47
TXN00320,FedEx,Delhi,Chennai,Moderate Risk,6.65,1,3.47
TXN00375,FedEx,Delhi,Kolkata,Low Risk,1.77,0,3.47
TXN00315,FedEx,Mumbai,Pune,High Risk,8.99,1,3.47
TXN00312,FedEx,Delhi,Pune,Low Risk,3.24,0,3.47
TXN00531,FedEx,Delhi,Pune,Moderate Risk,2.29,0,3.47
TXN00871,FedEx,Mumbai,Kolkata,Moderate Risk,2.88,0,3.47
TXN00441,FedEx,Delhi,Kolkata,Moderate Risk,2.64,0,3.47
TXN00310,FedEx,Delhi,Chennai,High Risk,9.95,1,3.47
TXN00631,FedEx,Bangalore,Chennai,High Risk,7.29,1,3.47
TXN00308,FedEx,Bangalore,Pune,High Risk,6.13,1,3.47
TXN00306,FedEx,Mumbai,Pune,Low Risk,3.68,0,3.47
TXN00299,FedEx,Bangalore,Pune,Moderate Risk,5.69,1,3.47
TXN00295,FedEx,Bangalore,Kolkata,Low Risk,2.14,0,3.47
TXN00289,FedEx,Bangalore,Chennai,Low Risk,2.77,0,3.47
TXN00437,FedEx,Delhi,Kolkata,Low Risk,-0.04,0,3.47
TXN00281,FedEx,Bangalore,Pune,Low Risk,0.83,0,3.47
TXN00639,FedEx,Delhi,Pune,High Risk,9.61,1,3.47
TXN00883,FedEx,Bangalore,Pune,Moderate Risk,4.82,1,3.47
TXN00884,FedEx,Delhi,Kolkata,Low Risk,2.12,0,3.47
TXN00280,FedEx,Bangalore,Chennai,Moderate Risk,1.91,0,3.47
TXN00275,FedEx,Mumbai,Pune,Low Risk,1.65,0,3.47
TXN00642,FedEx,Bangalore,Kolkata,Moderate Risk,1.98,0,3.47
TXN00888,FedEx,Bangalore,Pune,Low Risk,0.46,0,3.47
TXN00273,FedEx,Bangalore,Pune,Low Risk,-2.61,0,3.47
TXN00644,FedEx,Bangalore,Pune,High Risk,10.63,1,3.47
TXN00272,FedEx,Mumbai,Kolkata,Moderate Risk,4.66,1,3.47
TXN00271,FedEx,Bangalore,Chennai,Low Risk,-0.93,0,3.47
TXN00267,FedEx,Mumbai,Chennai,Low Risk,1.18,0,3.47
TXN00894,FedEx,Bangalore,Kolkata,Moderate Risk,2.73,0,3.47
TXN00895,FedEx,Delhi,Chennai,Low Risk,5.91,1,3.47
TXN00648,FedEx,Delhi,Pune,High Risk,7.98,1,3.47
TXN00897,FedEx,Mumbai,Kolkata,Moderate Risk,4.81,1,3.47
TXN00266,FedEx,Delhi,Pune,Moderate Risk,-0.52,0,3.47
TXN00487,FedEx,Delhi,Chennai,Moderate Risk,3.14,0,3.47
TXN00651,FedEx,Delhi,Pune,Moderate Risk,2.54,0,3.47
TXN00901,FedEx,Delhi,Chennai,High Risk,8.07,1,3.47
TXN00436,FedEx,Bangalore,Kolkata,Moderate Risk,1.85,0,3.47
TXN00258,FedEx,Mumbai,Kolkata,Moderate Risk,2.37,0,3.47
TXN00252,FedEx,Bangalore,Chennai,High Risk,10.7,1,3.47
TXN00125,FedEx,Mumbai,Kolkata,Low Risk,3.29,0,3.47
TXN00536,FedEx,Bangalore,Chennai,Moderate Risk,3.1,0,3.47
TXN00480,FedEx,Mumbai,Chennai,Moderate Risk,7.52,1,3.47
TXN00658,FedEx,Mumbai,Pune,Low Risk,-0.33,0,3.47
TXN00242,FedEx,Bangalore,Kolkata,Low Risk,1.09,0,3.47
TXN00660,FedEx,Bangalore,Chennai,Moderate Risk,4.4,1,3.47
TXN00435,FedEx,Delhi,Pune,High Risk,7.43,1,3.47
TXN00239,FedEx,Delhi,Kolkata,Moderate Risk,2.66,0,3.47
TXN00235,FedEx,Mumbai,Chennai,Moderate Risk,7.07,1,3.47
TXN00914,FedEx,Delhi,Chennai,High Risk,5.33,1,3.47
TXN00234,FedEx,Mumbai,Kolkata,Low Risk,1.08,0,3.47
TXN00233,FedEx,Bangalore,Chennai,High Risk,10.32,1,3.47
TXN00917,FedEx,Mumbai,Chennai,High Risk,7.48,1,3.47
TXN00918,FedEx,Bangalore,Kolkata,Low Risk,2.5,0,3.47
TXN00919,FedEx,Bangalore,Chennai,Low Risk,2.07,0,3.47
TXN00232,FedEx,Delhi,Chennai,Low Risk,2.58,0,3.47
TXN00667,FedEx,Mumbai,Pune,Low Risk,-1.21,0,3.47
TXN00231,FedEx,Delhi,Chennai,Low Risk,3.66,0,3.47
TXN00434,FedEx,Bangalore,Pune,Moderate Risk,5.56,1,3.47
TXN00223,FedEx,Bangalore,Pune,Low Risk,0.65,0,3.47
TXN00218,FedEx,Bangalore,Pune,Low Risk,3.68,0,3.47
TXN00216,FedEx,Mumbai,Chennai,Moderate Risk,3.17,0,3.47
TXN00927,FedEx,Bangalore,Pune,Low Risk,2.67,0,3.47
TXN00207,FedEx,Delhi,Pune,Low Risk,3.82,0,3.47
TXN00674,FedEx,Mumbai,Chennai,Moderate Risk,3.62,0,3.47
TXN00206,FedEx,Mumbai,Pune,Low Risk,2.12,0,3.47
TXN00931,FedEx,Delhi,Pune,Moderate Risk,5.55,1,3.47
TXN00676,FedEx,Bangalore,Kolkata,Moderate Risk,3.88,0,3.47
TXN00677,FedEx,Mumbai,Pune,Low Risk,-2.15,0,3.47
TXN00934,FedEx,Mumbai,Kolkata,Low Risk,-1.51,0,3.47
TXN00204,FedEx,Bangalore,Kolkata,Low Risk,3.56,0,3.47
TXN00201,FedEx,Mumbai,Pune,Low Risk,-2.12,0,3.47
TXN00680,FedEx,Delhi,Chennai,Moderate Risk,2.48,0,3.47
TXN00197,FedEx,Delhi,Pune,High Risk,7.04,1,3.47
TXN00479,FedEx,Delhi,Kolkata,Low Risk,-0.13,0,3.47
TXN00940,FedEx,Delhi,Pune,Low Risk,2.85,0,3.47
TXN00683,FedEx,Bangalore,Kolkata,Low Risk,-0.77,0,3.47
TXN00942,FedEx,Mumbai,Chennai,High Risk,8.41,1,3.47
TXN00174,FedEx,Mumbai,Pune,Low Risk,-0.7,0,3.47
TXN00173,FedEx,Mumbai,Kolkata,High Risk,8.81,1,3.47
TXN00170,FedEx,Delhi,Pune,Low Risk,2.93,0,3.47
TXN00166,FedEx,Delhi,Chennai,Low Risk,-0.05,0,3.47
TXN00947,FedEx,Mumbai,Pune,Low Risk,1.6,0,3.47
TXN00433,FedEx,Bangalore,Chennai,Low Risk,-1.7,0,3.47
TXN00163,FedEx,Delhi,Kolkata,Low Risk,0.43,0,3.47
TXN00162,FedEx,Delhi,Kolkata,Moderate Risk,4.28,1,3.47
TXN00951,FedEx,Delhi,Pune,Moderate Risk,1.35,0,3.47
TXN00159,FedEx,Mumbai,Kolkata,Moderate Risk,6.05,1,3.47
TXN00953,FedEx,Mumbai,Pune,High Risk,8.37,1,3.47
TXN00149,FedEx,Bangalore,Pune,Low Risk,3.04,0,3.47
TXN00693,FedEx,Delhi,Kolkata,High Risk,9.85,1,3.47
TXN00956,FedEx,Bangalore,Pune,Low Risk,1.05,0,3.47
TXN00144,FedEx,Bangalore,Kolkata,Low Risk,-0.67,0,3.47
TXN00695,FedEx,Delhi,Chennai,Low Risk,-0.17,0,3.47
TXN00503,FedEx,Delhi,Chennai,Low Risk,0.1,0,3.47
TXN00143,FedEx,Bangalore,Chennai,Low Risk,2.92,0,3.47
TXN00142,FedEx,Bangalore,Chennai,High Risk,5.22,1,3.47
TXN00429,FedEx,Delhi,Kolkata,Low Risk,2.68,0,3.47
TXN00140,FedEx,Mumbai,Kolkata,Moderate Risk,1.23,0,3.47
TXN00701,FedEx,Mumbai,Kolkata,High Risk,4.21,1,3.47
TXN00130,FedEx,Mumbai,Pune,Moderate Risk,8.36,1,3.47
TXN00703,FedEx,Bangalore,Pune,Low Risk,1.07,0,3.47
TXN00129,FedEx,Delhi,Chennai,Low Risk,-2.73,0,3.47
TXN00128,FedEx,Delhi,Pune,Low Risk,3.12,0,3.47
TXN00706,FedEx,Mumbai,Pune,Low Risk,-2.43,0,3.47
TXN00970,FedEx,Delhi,Kolkata,High Risk,6.92,1,3.47
TXN00707,FedEx,Bangalore,Chennai,Moderate Risk,3.72,0,3.47
TXN00708,FedEx,Mumbai,Pune,High Risk,9.2,1,3.47
TXN00709,FedEx,Delhi,Kolkata,Low Risk,2.61,0,3.47
TXN00974,FedEx,Bangalore,Pune,Moderate Risk,5.83,1,3.47
TXN00427,FedEx,Bangalore,Chennai,Low Risk,0.18,0,3.47
TXN00976,FedEx,Bangalore,Pune,Low Risk,2.71,0,3.47
TXN00977,FedEx,Bangalore,Kolkata,Low Risk,2.43,0,3.47
TXN00978,FedEx,Delhi,Pune,Moderate Risk,3.01,0,3.47
TXN00120,FedEx,Mumbai,Kolkata,Low Risk,-0.74,0,3.47
TXN00980,FedEx,Bangalore,Kolkata,Low Risk,3.21,0,3.47
TXN00981,FedEx,Delhi,Pune,Low Risk,-0.7,0,3.47
TXN00982,FedEx,Mumbai,Pune,Low Risk,1.5,0,3.47
TXN00118,FedEx,Mumbai,Pune,Low Risk,-0.96,0,3.47
TXN00984,FedEx,Delhi,Kolkata,Low Risk,2.9,0,3.47
TXN00713,FedEx,Mumbai,Kolkata,Low Risk,2.73,0,3.47
TXN00986,FedEx,Delhi,Pune,Moderate Risk,2.3,0,3.47
TXN00987,FedEx,Delhi,Pune,Moderate Risk,3.84,0,3.47
TXN00714,FedEx,Delhi,Chennai,Low Risk,-0.87,0,3.47
TXN00989,FedEx,Bangalore,Kolkata,High Risk,5.7,1,3.47
TXN00715,FedEx,Delhi,Pune,Low Risk,3.42,0,3.47
TXN00991,FedEx,Bangalore,Pune,High Risk,7.05,1,3.47
TXN00545,FedEx,Delhi,Kolkata,High Risk,5.49,1,3.47
TXN00993,FedEx,Bangalore,Chennai,Moderate Risk,-0.03,0,3.47
TXN00994,FedEx,Delhi,Kolkata,Moderate Risk,6.5,1,3.47
TXN00717,FedEx,Delhi,Kolkata,Low Risk,1.1,0,3.47
TXN00718,FedEx,Mumbai,Chennai,Low Risk,2.94,0,3.47
TXN00997,FedEx,Mumbai,Kolkata,Moderate Risk,6.75,1,3.47
TXN00998,FedEx,Delhi,Kolkata,Low Risk,2.63,0,3.47
TXN00719,FedEx,Mumbai,Chennai,Moderate Risk,5.5,1,3.47
